,age,marital_v,education_v,contact_v,poutcome_v,has_subscribed_yes
266,54,1.0,6.0,0.0,0.0,0.0
267,27,0.0,6.0,0.0,0.0,0.0
268,36,2.0,4.0,0.0,0.0,0.0
269,58,2.0,5.0,0.0,0.0,0.0
270,40,2.0,6.0,0.0,0.0,0.0
271,34,0.0,3.0,0.0,0.0,0.0
272,33,1.0,4.0,0.0,0.0,0.0
273,56,2.0,2.0,0.0,0.0,0.0
274,42,2.0,3.0,0.0,0.0,0.0
275,43,2.0,4.0,0.0,0.0,0.0
276,54,0.0,3.0,0.0,0.0,0.0
277,53,0.0,2.0,0.0,0.0,0.0
278,40,2.0,2.0,0.0,0.0,0.0
279,54,2.0,5.0,0.0,0.0,0.0
280,40,0.0,5.0,0.0,0.0,0.0
281,26,0.0,6.0,0.0,0.0,0.0
282,33,2.0,4.0,0.0,0.0,0.0
283,35,2.0,3.0,0.0,0.0,0.0
284,36,2.0,4.0,0.0,0.0,0.0
285,29,0.0,4.0,0.0,0.0,0.0
286,36,2.0,3.0,0.0,0.0,0.0
287,35,2.0,4.0,0.0,0.0,0.0
288,50,0.0,6.0,0.0,0.0,0.0
289,46,2.0,4.0,0.0,0.0,0.0
290,49,2.0,4.0,0.0,0.0,0.0
291,42,0.0,5.0,0.0,0.0,0.0
292,36,0.0,4.0,0.0,0.0,0.0
293,55,2.0,3.0,0.0,0.0,0.0
294,41,2.0,6.0,0.0,0.0,0.0
295,57,2.0,5.0,0.0,0.0,0.0
296,32,0.0,4.0,0.0,0.0,0.0
297,49,2.0,3.0,0.0,0.0,0.0
298,58,1.0,1.0,0.0,0.0,0.0
299,52,2.0,4.0,0.0,0.0,0.0
300,50,1.0,5.0,0.0,0.0,0.0
301,41,0.0,3.0,0.0,0.0,0.0
302,33,2.0,6.0,0.0,0.0,0.0
303,57,2.0,1.0,0.0,0.0,0.0
304,48,2.0,2.0,0.0,0.0,0.0
305,55,2.0,5.0,0.0,0.0,0.0
306,38,2.0,6.0,0.0,0.0,0.0
307,38,2.0,4.0,0.0,0.0,0.0
308,53,2.0,6.0,0.0,0.0,0.0
309,43,0.0,6.0,0.0,0.0,0.0
310,36,0.0,4.0,0.0,0.0,0.0
311,32,2.0,3.0,0.0,0.0,0.0
312,33,2.0,1.0,0.0,0.0,0.0
313,58,2.0,1.0,0.0,0.0,0.0
314,40,1.0,4.0,0.0,0.0,0.0
315,57,2.0,6.0,0.0,0.0,0.0
316,45,2.0,4.0,0.0,0.0,0.0
317,42,2.0,1.0,0.0,0.0,0.0
318,46,2.0,6.0,0.0,0.0,0.0
319,36,2.0,6.0,0.0,0.0,0.0
320,41,2.0,4.0,0.0,0.0,0.0
321,57,1.0,3.0,0.0,0.0,0.0
322,49,2.0,3.0,0.0,0.0,0.0
323,56,1.0,4.0,0.0,0.0,0.0
324,37,2.0,3.0,0.0,0.0,0.0
325,37,2.0,3.0,0.0,0.0,0.0
326,46,0.0,4.0,0.0,0.0,0.0
327,22,0.0,3.0,0.0,0.0,0.0
328,43,2.0,4.0,0.0,0.0,0.0
329,41,2.0,2.0,0.0,0.0,0.0
330,38,0.0,6.0,0.0,0.0,0.0
331,33,2.0,3.0,0.0,0.0,0.0
332,49,2.0,6.0,0.0,0.0,0.0
333,33,2.0,3.0,0.0,0.0,0.0
334,34,0.0,6.0,0.0,0.0,0.0
335,59,2.0,1.0,0.0,0.0,0.0
336,41,2.0,6.0,0.0,0.0,0.0
337,48,2.0,2.0,0.0,0.0,0.0
338,44,2.0,4.0,0.0,0.0,1.0
339,50,2.0,4.0,0.0,0.0,0.0
340,35,2.0,6.0,0.0,0.0,0.0
341,42,2.0,4.0,0.0,0.0,0.0
342,45,2.0,3.0,0.0,0.0,0.0
343,36,2.0,5.0,0.0,0.0,0.0
344,56,2.0,4.0,0.0,0.0,0.0
345,29,1.0,1.0,0.0,0.0,0.0
346,41,2.0,6.0,0.0,0.0,0.0
347,42,2.0,3.0,0.0,0.0,0.0
348,52,0.0,4.0,0.0,0.0,0.0
349,31,2.0,4.0,0.0,0.0,0.0
350,43,2.0,6.0,0.0,0.0,0.0
351,36,2.0,1.0,0.0,0.0,0.0
352,42,2.0,6.0,0.0,0.0,0.0
353,52,1.0,2.0,0.0,0.0,0.0
354,39,2.0,4.0,0.0,0.0,0.0
355,36,2.0,4.0,0.0,0.0,0.0
356,42,2.0,3.0,0.0,0.0,0.0
357,41,2.0,4.0,0.0,0.0,0.0
358,55,2.0,1.0,0.0,0.0,0.0
359,30,2.0,3.0,0.0,0.0,0.0
360,45,2.0,1.0,0.0,0.0,0.0
361,51,2.0,1.0,0.0,0.0,0.0
362,39,0.0,3.0,0.0,0.0,0.0
363,47,2.0,4.0,0.0,0.0,0.0
364,27,2.0,4.0,0.0,0.0,0.0
365,34,0.0,6.0,0.0,0.0,0.0
366,57,2.0,1.0,0.0,0.0,0.0
367,43,2.0,1.0,0.0,0.0,0.0
368,49,2.0,1.0,0.0,0.0,0.0
369,39,2.0,6.0,0.0,0.0,0.0
370,38,2.0,1.0,0.0,0.0,0.0
371,49,2.0,3.0,0.0,0.0,0.0
372,58,2.0,2.0,0.0,0.0,0.0
373,43,2.0,5.0,0.0,0.0,0.0
374,31,2.0,4.0,0.0,0.0,0.0
375,43,1.0,6.0,0.0,0.0,0.0
376,43,2.0,3.0,0.0,0.0,0.0
377,30,0.0,6.0,0.0,0.0,0.0
378,27,0.0,5.0,0.0,0.0,0.0
379,37,2.0,5.0,0.0,0.0,0.0
380,46,2.0,3.0,0.0,0.0,0.0
381,35,2.0,5.0,0.0,0.0,0.0
382,47,1.0,6.0,0.0,0.0,0.0
383,40,2.0,5.0,0.0,0.0,0.0
384,26,2.0,6.0,0.0,0.0,0.0
385,32,1.0,3.0,0.0,0.0,0.0
386,45,2.0,6.0,0.0,0.0,0.0
387,34,2.0,3.0,0.0,0.0,0.0
388,42,2.0,5.0,0.0,0.0,1.0
389,57,2.0,1.0,0.0,0.0,0.0
390,57,2.0,1.0,0.0,0.0,0.0
391,38,2.0,1.0,0.0,0.0,0.0
392,57,2.0,1.0,0.0,0.0,0.0
393,28,0.0,3.0,0.0,0.0,0.0
394,60,2.0,6.0,0.0,0.0,0.0
395,48,2.0,6.0,0.0,0.0,0.0
396,47,2.0,5.0,0.0,0.0,0.0
397,40,2.0,4.0,0.0,0.0,0.0
398,51,2.0,5.0,0.0,0.0,0.0
399,48,0.0,1.0,0.0,0.0,0.0
400,54,2.0,1.0,0.0,0.0,0.0
401,40,2.0,2.0,0.0,0.0,0.0
402,44,0.0,3.0,0.0,0.0,0.0
403,42,1.0,4.0,0.0,0.0,0.0
404,52,2.0,6.0,0.0,0.0,0.0
405,31,0.0,3.0,0.0,0.0,0.0
406,32,2.0,4.0,0.0,0.0,0.0
407,44,2.0,4.0,0.0,0.0,0.0
408,39,2.0,2.0,0.0,0.0,0.0
409,57,2.0,5.0,0.0,0.0,0.0
410,52,2.0,1.0,0.0,0.0,0.0
411,42,2.0,6.0,0.0,0.0,1.0
412,43,2.0,5.0,0.0,0.0,0.0
413,31,1.0,4.0,0.0,0.0,0.0
414,29,2.0,6.0,0.0,0.0,0.0
415,57,1.0,1.0,0.0,0.0,0.0
416,44,2.0,3.0,0.0,0.0,0.0
417,39,2.0,1.0,0.0,0.0,0.0
418,57,2.0,6.0,0.0,0.0,0.0
419,37,0.0,4.0,0.0,0.0,0.0
420,38,2.0,4.0,0.0,0.0,0.0
421,42,2.0,1.0,0.0,0.0,0.0
422,54,2.0,2.0,0.0,0.0,0.0
423,32,0.0,6.0,0.0,0.0,0.0
424,35,2.0,5.0,0.0,0.0,0.0
425,45,2.0,5.0,0.0,0.0,0.0
426,34,2.0,6.0,0.0,0.0,0.0
427,41,2.0,3.0,0.0,0.0,0.0
428,41,2.0,3.0,0.0,0.0,0.0
429,36,2.0,3.0,0.0,0.0,0.0
430,38,2.0,5.0,0.0,0.0,0.0
431,35,1.0,6.0,0.0,0.0,0.0
432,53,2.0,5.0,0.0,0.0,0.0
433,51,2.0,2.0,0.0,0.0,0.0
434,56,2.0,6.0,0.0,0.0,0.0
435,33,2.0,3.0,0.0,0.0,0.0
436,51,1.0,4.0,0.0,0.0,0.0
437,39,2.0,4.0,0.0,0.0,1.0
438,45,2.0,6.0,0.0,0.0,0.0
439,40,0.0,6.0,0.0,0.0,0.0
440,33,2.0,6.0,0.0,0.0,0.0
441,47,2.0,4.0,0.0,0.0,0.0
442,48,2.0,1.0,0.0,0.0,0.0
443,43,2.0,4.0,0.0,0.0,0.0
444,37,2.0,6.0,0.0,0.0,0.0
445,50,2.0,3.0,0.0,0.0,0.0
446,59,2.0,4.0,0.0,0.0,0.0
447,42,0.0,1.0,0.0,0.0,0.0
448,52,2.0,1.0,0.0,0.0,0.0
449,38,2.0,3.0,0.0,0.0,0.0
450,39,2.0,2.0,0.0,0.0,0.0
451,39,2.0,2.0,0.0,0.0,0.0
452,38,2.0,4.0,0.0,0.0,0.0
453,30,0.0,4.0,0.0,0.0,0.0
454,38,1.0,4.0,0.0,0.0,0.0
455,39,1.0,6.0,0.0,0.0,0.0
456,44,2.0,4.0,0.0,0.0,0.0
457,36,2.0,4.0,0.0,0.0,0.0
458,41,2.0,4.0,0.0,0.0,0.0
459,41,2.0,2.0,0.0,0.0,0.0
460,35,2.0,3.0,0.0,0.0,0.0
461,41,2.0,4.0,0.0,0.0,0.0
462,36,2.0,4.0,0.0,0.0,0.0
463,35,0.0,4.0,0.0,0.0,0.0
464,33,0.0,1.0,0.0,0.0,0.0
465,38,0.0,2.0,0.0,0.0,0.0
466,33,2.0,6.0,0.0,0.0,0.0
467,36,0.0,3.0,0.0,0.0,0.0
468,57,2.0,5.0,0.0,0.0,0.0
469,32,0.0,6.0,0.0,0.0,0.0
470,30,0.0,4.0,0.0,0.0,0.0
471,43,2.0,5.0,0.0,0.0,0.0
472,46,2.0,6.0,0.0,0.0,0.0
473,35,1.0,4.0,0.0,0.0,0.0
474,34,0.0,6.0,0.0,0.0,0.0
475,39,0.0,6.0,0.0,0.0,0.0
476,39,2.0,3.0,0.0,0.0,0.0
477,42,2.0,2.0,0.0,0.0,0.0
478,57,2.0,6.0,0.0,0.0,0.0
479,45,2.0,1.0,0.0,0.0,0.0
480,40,2.0,1.0,0.0,0.0,0.0
481,42,2.0,4.0,0.0,0.0,1.0
482,40,2.0,1.0,0.0,0.0,0.0
483,38,0.0,1.0,0.0,0.0,0.0
484,39,2.0,2.0,0.0,0.0,0.0
485,41,2.0,1.0,0.0,0.0,0.0
486,39,2.0,2.0,0.0,0.0,0.0
487,41,2.0,1.0,0.0,0.0,0.0
488,45,2.0,6.0,0.0,0.0,0.0
489,35,2.0,2.0,0.0,0.0,0.0
490,49,2.0,4.0,0.0,0.0,0.0
491,23,0.0,6.0,0.0,0.0,0.0
492,51,2.0,3.0,0.0,0.0,0.0
493,56,2.0,1.0,0.0,0.0,0.0
494,45,2.0,4.0,0.0,0.0,0.0
495,42,2.0,4.0,0.0,0.0,0.0
496,41,1.0,4.0,0.0,0.0,0.0
497,32,2.0,4.0,0.0,0.0,0.0
498,46,2.0,6.0,0.0,0.0,0.0
499,53,2.0,6.0,0.0,0.0,0.0
500,30,2.0,1.0,0.0,0.0,0.0
501,24,0.0,5.0,0.0,0.0,0.0
502,34,0.0,6.0,0.0,0.0,0.0
503,41,2.0,6.0,0.0,0.0,0.0
504,59,2.0,1.0,0.0,0.0,0.0
505,45,2.0,1.0,0.0,0.0,0.0
506,54,2.0,2.0,0.0,0.0,0.0
507,32,2.0,5.0,0.0,0.0,0.0
508,33,2.0,5.0,0.0,0.0,0.0
509,32,2.0,6.0,0.0,0.0,0.0
510,46,2.0,6.0,0.0,0.0,0.0
511,57,2.0,5.0,0.0,0.0,0.0
512,42,2.0,3.0,0.0,0.0,0.0
513,48,2.0,5.0,0.0,0.0,0.0
514,58,1.0,6.0,0.0,0.0,0.0
515,34,2.0,4.0,0.0,0.0,0.0
516,32,0.0,6.0,0.0,0.0,0.0
517,48,2.0,3.0,0.0,0.0,0.0
518,47,2.0,3.0,0.0,0.0,0.0
519,31,2.0,4.0,0.0,0.0,0.0
520,32,0.0,6.0,0.0,0.0,0.0
521,32,0.0,6.0,0.0,0.0,0.0
522,36,2.0,4.0,0.0,0.0,0.0
523,53,2.0,1.0,0.0,0.0,0.0
524,37,2.0,3.0,0.0,0.0,0.0
525,50,2.0,4.0,0.0,0.0,0.0
526,46,2.0,2.0,0.0,0.0,0.0
527,41,2.0,4.0,0.0,0.0,0.0
528,43,0.0,1.0,0.0,0.0,0.0
529,51,2.0,6.0,0.0,0.0,0.0
530,38,2.0,6.0,0.0,0.0,0.0
531,41,2.0,2.0,0.0,0.0,0.0
532,39,2.0,4.0,0.0,0.0,0.0
533,52,2.0,1.0,0.0,0.0,0.0
534,37,2.0,5.0,0.0,0.0,0.0
535,41,2.0,3.0,0.0,0.0,0.0
536,46,1.0,6.0,0.0,0.0,0.0
537,47,2.0,5.0,0.0,0.0,0.0
538,35,2.0,5.0,0.0,0.0,0.0
539,38,2.0,4.0,0.0,0.0,0.0
540,46,2.0,3.0,0.0,0.0,0.0
541,30,2.0,5.0,0.0,0.0,0.0
542,35,0.0,1.0,0.0,0.0,0.0
543,40,2.0,5.0,0.0,0.0,0.0
544,34,2.0,6.0,0.0,0.0,0.0
545,30,0.0,6.0,0.0,0.0,0.0
546,38,2.0,2.0,0.0,0.0,0.0
547,55,0.0,1.0,0.0,0.0,0.0
548,55,2.0,6.0,0.0,0.0,0.0
549,45,0.0,5.0,0.0,0.0,0.0
550,36,2.0,6.0,0.0,0.0,0.0
551,32,0.0,6.0,0.0,0.0,0.0
552,55,1.0,6.0,0.0,0.0,0.0
553,29,2.0,4.0,0.0,0.0,0.0
554,34,2.0,1.0,0.0,0.0,0.0
555,54,2.0,4.0,0.0,0.0,0.0
556,36,0.0,5.0,0.0,0.0,0.0
557,30,0.0,6.0,0.0,0.0,0.0
558,33,1.0,6.0,0.0,0.0,0.0
559,37,2.0,4.0,0.0,0.0,0.0
560,36,2.0,3.0,0.0,0.0,0.0
561,33,2.0,4.0,0.0,0.0,0.0
562,32,2.0,4.0,0.0,0.0,0.0
563,32,2.0,4.0,0.0,0.0,0.0
564,50,2.0,1.0,0.0,0.0,0.0
565,39,2.0,3.0,0.0,0.0,0.0
566,33,2.0,4.0,0.0,0.0,0.0
567,33,2.0,1.0,0.0,0.0,0.0
568,56,2.0,6.0,0.0,0.0,0.0
569,39,1.0,6.0,0.0,0.0,0.0
570,33,0.0,6.0,0.0,0.0,0.0
571,59,1.0,1.0,0.0,0.0,0.0
572,43,2.0,4.0,0.0,0.0,0.0
573,46,2.0,2.0,0.0,0.0,0.0
574,27,2.0,3.0,0.0,0.0,0.0
575,47,1.0,6.0,0.0,0.0,0.0
576,31,0.0,6.0,0.0,0.0,0.0
577,32,2.0,3.0,0.0,0.0,0.0
578,54,2.0,4.0,0.0,0.0,0.0
579,56,2.0,6.0,0.0,0.0,0.0
